"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Car ter de atendimento nÆo informado"";""Total"""
"""320090 BARRA DE SAO FRANCISCO"";287586;4179;2;-;5;-;576657;-;868429"
"""320100 BOA ESPERANCA"";108420;-;-;-;-;-;133209;-;241629"
"""320110 BOM JESUS DO NORTE"";47534;1314;-;-;-;-;210180;-;259028"
"""320115 BREJETUBA"";85392;-;-;-;-;-;189044;-;274436"
"""320120 CACHOEIRO DE ITAPEMIRIM"";3257493;97807;8;20;2;6;1950968;-;5306304"
"""320130 CARIACICA"";7516901;7468;726;61;-;-;3669680;-;11194836"
"""320140 CASTELO"";677751;67;-;-;-;-;663788;-;1341606"
"""320150 COLATINA"";4448060;31252;2;-;-;-;1246807;-;5726121"
"""320160 CONCEICAO DA BARRA"";74413;2645;1;-;-;-;103936;-;180995"
"""320170 CONCEICAO DO CASTELO"";44101;-;-;-;-;-;170840;-;214941"
"""320180 DIVINO DE SAO LOURENCO"";9168;-;-;-;-;-;73592;-;82760"
"""320190 DOMINGOS MARTINS"";29676;175298;17;5;-;-;143407;-;348403"
"""320200 DORES DO RIO PRETO"";4731;-;-;-;-;-;55995;-;60726"
"""320210 ECOPORANGA"";5866;1;-;-;-;-;56844;-;62711"
"""320220 FUNDAO"";55497;15;1;1;-;-;267972;-;323486"
"""320225 GOVERNADOR LINDENBERG"";41452;2;9;1;128;-;101395;-;142987"
"""320230 GUACUI"";1510373;3095;-;-;-;-;423860;-;1937328"
"""320240 GUARAPARI"";251166;33531;64;7;-;-;867588;-;1152356"
"""320245 IBATIBA"";119497;1474;-;-;-;-;355467;-;476438"
"""320250 IBIRACU"";9869;-;-;-;-;-;109129;-;118998"
"""320255 IBITIRAMA"";26357;-;-;-;-;-;131694;-;158051"
"""320260 ICONHA"";11964;-;-;-;-;-;196956;-;208920"
"""320265 IRUPI"";40284;-;-;-;-;-;171660;-;211944"
"""320270 ITAGUACU"";12575;-;-;-;-;-;155766;-;168341"
"""320280 ITAPEMIRIM"";1619296;755;-;-;-;-;314548;-;1934599"
"""320290 ITARANA"";9899;339;1;-;-;-;173360;-;183599"
"""320300 IUNA"";32129;118;-;-;-;-;361637;-;393884"
"""320305 JAGUARE"";202020;5;-;-;-;-;434531;-;636556"
"""320310 JERONIMO MONTEIRO"";2833;1;-;-;-;-;134061;-;136895"
"""320313 JOAO NEIVA"";83350;648;-;-;-;-;242497;-;326495"
"""320316 LARANJA DA TERRA"";2085;171;-;-;-;-;74782;-;77038"
"""320320 LINHARES"";2440685;21387;6;1;-;3;1363603;-;3825685"
"""320330 MANTENOPOLIS"";67545;-;-;-;-;-;113862;-;181407"
"""320332 MARATAIZES"";685;-;-;-;-;-;564840;-;565525"
"""320334 MARECHAL FLORIANO"";56977;33525;-;-;-;-;163468;-;253970"
"""320335 MARILANDIA"";1473;1;-;-;-;-;288022;-;289496"
"""320340 MIMOSO DO SUL"";118317;11687;21;-;-;-;257894;-;387919"
"""320350 MONTANHA"";8849;38;-;-;-;-;160207;-;169094"
"""320360 MUCURICI"";2581;1861;-;-;-;-;96293;-;100735"
"""320370 MUNIZ FREIRE"";2150;1023;-;-;-;-;104863;-;108036"
"""320380 MUQUI"";4828;-;-;-;1;-;170805;-;175634"
"""320390 NOVA VENECIA"";2511065;5350;7;1;-;1;359081;-;2875505"
"""320400 PANCAS"";113554;-;-;-;-;-;233926;-;347480"
"""320405 PEDRO CANARIO"";74013;-;-;-;-;-;187055;-;261068"
"""320410 PINHEIROS"";21076;5770;-;-;-;-;374919;-;401765"
"""320420 PIUMA"";65081;-;-;-;-;-;321302;-;386383"
"""320425 PONTO BELO"";86665;-;-;-;-;-;81937;-;168602"
"""320430 PRESIDENTE KENNEDY"";97412;11;-;10;-;-;367160;-;464593"
"""320435 RIO BANANAL"";-;8057;3;-;-;-;259954;-;268014"
"""320440 RIO NOVO DO SUL"";6302;-;-;-;-;-;128509;-;134811"
"""320450 SANTA LEOPOLDINA"";40183;44;-;-;-;-;154559;-;194786"
"""320455 SANTA MARIA DE JETIBA"";72780;3411;-;-;-;-;427097;-;503288"
"""320460 SANTA TERESA"";179913;4741;-;-;-;-;364412;-;549066"
"""320465 SAO DOMINGOS DO NORTE"";19247;-;-;-;-;-;141832;-;161079"
"""320470 SAO GABRIEL DA PALHA"";161636;5;-;-;-;-;458084;-;619725"
"""320490 SAO MATEUS"";2690959;26507;40;16;5;3;1123865;-;3841395"
"""320495 SAO ROQUE DO CANAA"";22269;192;-;-;-;-;298374;-;320835"
"""320500 SERRA"";7405186;515462;98;37;9;11;4435594;-;12356397"
"""320501 SOORETAMA"";14910;-;-;-;-;-;318159;-;333069"
"""320503 VARGEM ALTA"";50177;592;-;-;-;-;307798;-;358567"
"""320506 VENDA NOVA DO IMIGRANTE"";1618178;160405;29;2;9;-;184489;-;1963112"
"""320510 VIANA"";39418;-;-;-;-;-;1631748;-;1671166"
"""320515 VILA PAVAO"";33672;-;-;-;-;-;91657;-;125329"
"""320517 VILA VALERIO"";25506;-;-;-;-;-;81909;-;107415"
"""320520 VILA VELHA"";8710983;615240;27;79;-;-;5195618;-;14521947"
"""320530 VITORIA"";6852097;160969;564;134;24;27;6003158;-;13016973"
"""330010 ANGRA DOS REIS"";416583;23846;18;4;1;6;5745562;-;6186020"
"""330015 APERIBE"";33331;72;-;-;-;-;293122;-;326525"
"""330020 ARARUAMA"";137648;2064;2;12;13;1;6147136;-;6286876"
"""330022 AREAL"";5362;1401;3;-;-;-;579806;-;586572"
"""330023 ARMACAO DOS BUZIOS"";40307;3352;1;7;-;-;501064;-;544731"
"""330025 ARRAIAL DO CABO"";35196;10551;-;-;-;-;1249652;-;1295399"
"""330030 BARRA DO PIRAI"";105277;851;1;-;-;-;666802;-;772931"
"""330040 BARRA MANSA"";321789;653668;20;4;1;1;1338789;-;2314272"
"""330045 BELFORD ROXO"";5396018;273064;97;132;33;24;63480730;-;69150098"
"""330050 BOM JARDIM"";2939;408;-;-;-;-;156057;-;159404"
"""330060 BOM JESUS DO ITABAPOANA"";727543;18200;27;-;-;22;869202;-;1614994"
"""330070 CABO FRIO"";1109032;35138;-;42;-;15;9989863;-;11134090"
"""330080 CACHOEIRAS DE MACACU"";177538;163341;9;3;-;4;2432225;-;2773120"
"""330090 CAMBUCI"";1198;197;-;-;-;-;74523;-;75918"
"""330093 CARAPEBUS"";101724;1214;-;-;-;-;482826;-;585764"
"""330095 COMENDADOR LEVY GASPARIAN"";41309;44;1;-;-;-;160395;-;201749"
"""330100 CAMPOS DOS GOYTACAZES"";4715706;398487;57;18;26;21862;5011336;-;10147492"
"""330110 CANTAGALO"";16338;3092;15;1;-;-;365528;-;384974"
"""330115 CARDOSO MOREIRA"";19316;2;-;-;-;-;157657;-;176975"
"""330120 CARMO"";48041;35265;1;-;-;-;415957;-;499264"
"""330130 CASIMIRO DE ABREU"";24556;664;2;-;-;-;1105997;-;1131219"
"""330140 CONCEICAO DE MACABU"";84456;-;-;-;-;-;214348;-;298804"
"""330150 CORDEIRO"";40720;591;2;1;-;1;242589;-;283904"
"""330160 DUAS BARRAS"";16277;4509;15;-;4;-;185396;-;206201"
"""330170 DUQUE DE CAXIAS"";4748405;271114;568;189;3;24;36609181;-;41629484"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";38465;2;-;1;-;-;371379;-;409847"
"""330185 GUAPIMIRIM"";61858;11752;1;-;-;-;1750059;-;1823670"
"""330187 IGUABA GRANDE"";97936;102;23;5;-;10;1366299;-;1464375"
"""330190 ITABORAI"";246680;236398;6;2;1;5;4031161;-;4514253"
"""330200 ITAGUAI"";128608;379361;6;10;13;2;1921023;-;2429023"
"""330205 ITALVA"";35318;-;4;-;-;-;353405;-;388727"
"""330210 ITAOCARA"";20489;3042;1;-;-;-;265386;-;288918"
"""330220 ITAPERUNA"";550705;205184;83;16;-;1;1316959;-;2072948"
"""330225 ITATIAIA"";38181;-;-;-;-;-;616105;-;654286"
"""330227 JAPERI"";342689;5541;1;5;-;-;958020;-;1306256"
"""330230 LAJE DO MURIAE"";45269;-;30;-;-;-;198015;-;243314"
"""330240 MACAE"";182101;534961;95;553;8;6;5268146;-;5985870"
"""330245 MACUCO"";5375;1;-;-;-;-;92395;-;97771"
"""330250 MAGE"";395306;164588;14;9;1;2;6602356;-;7162276"
"""330260 MANGARATIBA"";114548;5219;4;-;-;-;1624482;-;1744253"
"""330270 MARICA"";1120186;171961;4;7;-;-;2557518;-;3849676"
"""330280 MENDES"";202579;221;1;-;-;30;601323;-;804154"
"""330285 MESQUITA"";191208;324428;2;1;-;-;3893417;-;4409056"
"""330290 MIGUEL PEREIRA"";34885;53;-;15;-;-;535754;-;570707"
"""330300 MIRACEMA"";10813;803;-;-;-;1;415833;-;427450"
"""330310 NATIVIDADE"";88393;1303;3;3;-;2;188055;-;277759"
"""330320 NILOPOLIS"";277973;150247;19;5;5;1;5176610;-;5604860"
"""330330 NITEROI"";1043076;708706;55;67;14;36;5097126;-;6849080"
"""330340 NOVA FRIBURGO"";197454;185302;212;2;6;15;2534129;-;2917120"
"""330350 NOVA IGUACU"";819632;1611837;9;5;-;1;9843198;-;12274682"
"""330360 PARACAMBI"";84378;8361;95;-;-;-;1380722;-;1473556"
"""330370 PARAIBA DO SUL"";78370;1044;-;3;-;-;497257;-;576674"
"""330380 PARATY"";193394;8112;119;29;8;-;1057139;-;1258801"
"""330385 PATY DO ALFERES"";22412;291;-;-;-;-;195912;-;218615"
"""330390 PETROPOLIS"";2112559;428333;27;27;-;2;3473070;-;6014018"
"""330395 PINHEIRAL"";24323;6612;-;-;-;-;577769;-;608704"
"""330400 PIRAI"";72576;4081;14;9;26;-;672504;-;749210"
"""330410 PORCIUNCULA"";148257;3825;2;27;-;-;514089;-;666200"
"""330411 PORTO REAL"";76236;-;-;-;-;-;820103;-;896339"
"""330412 QUATIS"";7058;663;1;-;-;-;194935;-;202657"
"""330414 QUEIMADOS"";889905;242813;14;2;1;-;2029098;-;3161833"
"""330415 QUISSAMA"";45141;3;-;-;-;-;1172029;-;1217173"
"""330420 RESENDE"";368664;19812;99;23;337;3;2732267;-;3121205"
"""330430 RIO BONITO"";171379;17875;5;4;-;-;1432066;-;1621329"
"""330440 RIO CLARO"";55760;11;1;-;-;-;424847;-;480619"
"""330450 RIO DAS FLORES"";13186;-;-;-;-;-;307982;-;321168"
"""330452 RIO DAS OSTRAS"";115584;13500;6;25;-;-;1701381;-;1830496"
"""330455 RIO DE JANEIRO"";95938770;20522520;2333;449;134;144;75868980;-;192333330"
"""330460 SANTA MARIA MADALENA"";14572;-;-;1;-;1;197074;-;211648"
"""330470 SANTO ANTONIO DE PADUA"";109622;2775;-;-;-;-;498874;-;611271"
"""330475 SAO FRANCISCO DE ITABAPOANA"";47455;2170;3;4;-;-;740984;-;790616"
"""330480 SAO FIDELIS"";19719;1015;-;-;-;-;534458;-;555192"
"""330490 SAO GONCALO"";1126003;1339194;333;45;14;17;12654995;2480;15123081"
"""330500 SAO JOAO DA BARRA"";88747;13112;10;16;-;-;1155138;-;1257023"
"""330510 SAO JOAO DE MERITI"";748697;433711;19;5;31;-;5814454;-;6996917"
"""330513 SAO JOSE DE UBA"";44365;6639;-;1;-;-;98924;-;149929"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";26432;131;1;21;2;-;419241;-;445828"
"""330520 SAO PEDRO DA ALDEIA"";240043;143104;1;-;-;-;911578;-;1294726"
"""330530 SAO SEBASTIAO DO ALTO"";17858;2;-;-;1;1;582012;-;599874"
"""330540 SAPUCAIA"";93297;37208;50;62;1;49;329998;-;460665"
"""330550 SAQUAREMA"";221183;2293;1;-;-;3;2435470;-;2658950"
"""330555 SEROPEDICA"";76668;173084;10;6;1;-;834202;-;1083971"
"""330560 SILVA JARDIM"";23210;14;1;1;-;-;388620;-;411846"
"""330570 SUMIDOURO"";7756;738;-;-;1;-;230802;-;239297"
"""330575 TANGUA"";67003;279;-;11;1;-;696881;-;764175"
"""330580 TERESOPOLIS"";870610;30715;4;20;-;-;4298667;-;5200016"
"""330590 TRAJANO DE MORAES"";20871;2350;2;-;1;-;169635;-;192859"
"""330600 TRES RIOS"";112795;5532;-;1;3;-;2049313;-;2167644"
"""330610 VALENCA"";137055;158502;2;-;-;-;1082623;-;1378182"
"""330615 VARRE-SAI"";15690;56;-;1;-;1;126278;-;142026"
"""330620 VASSOURAS"";239225;75247;15;10;-;-;450230;-;764727"
"""330630 VOLTA REDONDA"";1811367;520334;175;141;4;7;4449802;-;6781830"
"""350010 ADAMANTINA"";262893;3615;2;-;40;10;603023;-;869583"
"""350020 ADOLFO"";37836;-;-;-;-;-;165069;-;202905"
"""350030 AGUAI"";49853;1308;1;-;-;-;750702;-;801864"
"""350040 AGUAS DA PRATA"";4942;-;-;-;-;-;102745;-;107687"
"""350050 AGUAS DE LINDOIA"";11818;1;1;-;1;-;82441;-;94262"
"""350055 AGUAS DE SANTA BARBARA"";3762;-;-;-;-;-;104115;-;107877"
"""350060 AGUAS DE SAO PEDRO"";5360;645;-;-;-;-;177754;-;183759"
"""350070 AGUDOS"";57132;317;-;-;-;2;836218;-;893669"
"""350075 ALAMBARI"";14255;13160;5;1;2;-;173536;-;200959"
"""350080 ALFREDO MARCONDES"";3396;-;-;-;-;-;21545;-;24941"
"""350090 ALTAIR"";23221;1;-;-;-;-;78181;-;101403"
"""350100 ALTINOPOLIS"";52049;6341;1;-;1;2;562593;-;620987"
"""350110 ALTO ALEGRE"";3800;-;-;-;-;-;59722;-;63522"
"""350115 ALUMINIO"";5324;338;-;-;-;-;130014;-;135676"
"""350120 ALVARES FLORENCE"";14129;-;1;-;-;-;43015;-;57145"
"""350130 ALVARES MACHADO"";59489;246;1;-;-;-;229515;-;289251"
"""350140 ALVARO DE CARVALHO"";14768;-;-;-;-;-;91009;-;105777"
"""350150 ALVINLANDIA"";474;-;-;-;-;-;47639;-;48113"
"""350160 AMERICANA"";511566;296649;9;4;-;1;2211757;-;3019986"
"""350170 AMERICO BRASILIENSE"";257335;49159;1;1;-;-;335715;-;642211"
"""350180 AMERICO DE CAMPOS"";677;-;-;-;-;-;25490;-;26167"
"""350190 AMPARO"";137170;8747;1;2;-;1;988582;-;1134503"
"""350200 ANALANDIA"";76717;-;-;-;-;-;70955;-;147672"
"""350210 ANDRADINA"";151560;222;8;-;-;-;547920;-;699710"
"""350220 ANGATUBA"";16863;2918;8;-;3;-;407206;-;426998"
"""350230 ANHEMBI"";15882;26886;-;-;-;-;143028;-;185796"
"""350240 ANHUMAS"";9197;-;-;-;-;-;74346;-;83543"
"""350250 APARECIDA"";48477;2544;-;-;10;2;858722;-;909755"
"""350260 APARECIDA D'OESTE"";3097;231;-;-;-;-;286466;-;289794"
"""350270 APIAI"";20987;1792;-;-;-;-;204825;-;227604"
"""350275 ARACARIGUAMA"";15045;1024;4;-;1;-;887231;-;903305"
"""350280 ARACATUBA"";14758064;142604;1;2;2;11;2716742;-;17617426"
"""350290 ARACOIABA DA SERRA"";14180;198;35;-;-;-;684407;-;698820"
"""350300 ARAMINA"";13540;-;-;-;-;-;45949;-;59489"
"""350310 ARANDU"";-;-;-;-;-;-;37217;-;37217"
"""350315 ARAPEI"";45877;-;-;8;-;-;51667;-;97552"
"""350320 ARARAQUARA"";13078229;23319;8;-;5;-;3306013;-;16407574"
"""350330 ARARAS"";370454;35441;33;15;30;6;916760;-;1322739"
"""350335 ARCO-IRIS"";281;-;-;-;-;-;26647;-;26928"
"""350340 AREALVA"";52150;7;8;9;-;-;138894;-;191068"
"""350350 AREIAS"";7640;2;-;-;-;-;33775;-;41417"
"""350360 AREIOPOLIS"";46616;4;-;2;-;-;197812;-;244434"
"""350370 ARIRANHA"";86687;87;-;-;-;-;143285;-;230059"
"""350380 ARTUR NOGUEIRA"";9228;313;1;-;-;-;471970;-;481512"
"""350390 ARUJA"";373952;128006;14;-;1;-;724465;-;1226438"
"""350395 ASPASIA"";12582;36;-;1;29;-;280294;-;292942"
"""350400 ASSIS"";7927188;1340;3;-;2;-;1671395;-;9599928"
"""350410 ATIBAIA"";293168;12754;19;6;4;1;2266082;-;2572034"
"""350420 AURIFLAMA"";76955;191;-;-;-;-;248522;-;325668"
"""350430 AVAI"";549;-;-;-;-;-;46717;-;47266"
"""350440 AVANHANDAVA"";37081;-;-;-;-;-;49499;-;86580"
"""350450 AVARE"";187039;2355;1;2;-;-;1360682;-;1550079"
"""350460 BADY BASSITT"";9163;37399;6;-;-;-;597552;-;644120"
"""350470 BALBINOS"";-;-;-;-;-;-;10229;-;10229"
"""350480 BALSAMO"";10651;-;-;-;-;-;12882;-;23533"
"""350490 BANANAL"";55463;6;-;-;-;9;131208;-;186686"
"""350500 BARAO DE ANTONINA"";9880;-;-;-;-;-;10688;-;20568"
"""350510 BARBOSA"";13715;-;-;-;-;-;24230;-;37945"
"""350520 BARIRI"";123425;1557;1;-;-;-;506206;-;631189"
"""350530 BARRA BONITA"";47154;9181;-;-;-;-;472404;-;528739"
"""350535 BARRA DO CHAPEU"";1428;3;-;-;-;-;20443;-;21874"
"""350540 BARRA DO TURVO"";91;-;-;-;-;-;97990;-;98081"
"""350550 BARRETOS"";12121613;260912;6;2;-;3;4281477;-;16664013"
"""350560 BARRINHA"";28867;2;-;-;-;-;212086;-;240955"
"""350570 BARUERI"";861260;82042;2;7;7;-;13551999;-;14495317"
"""350580 BASTOS"";32542;5;-;-;-;-;295679;-;328226"
"""350590 BATATAIS"";178039;31532;484;106;3;-;1175534;-;1385698"
"""350600 BAURU"";20159157;129410;1;4;-;-;6138500;-;26427072"
"""350610 BEBEDOURO"";322845;321092;3;-;-;1;1132368;-;1776309"
"""350620 BENTO DE ABREU"";1286;-;-;-;-;-;17577;-;18863"
"""350630 BERNARDINO DE CAMPOS"";5074;33605;-;-;-;-;53736;-;92415"
"""350635 BERTIOGA"";153869;19463;22;16;173;25;2875215;-;3048783"
"""350640 BILAC"";46093;20;-;-;-;-;157136;-;203249"
"""350650 BIRIGUI"";136282;17804;1;-;-;-;2363433;-;2517520"
"""350660 BIRITIBA MIRIM"";32921;28550;-;10;-;-;460264;-;521745"
"""350670 BOA ESPERANCA DO SUL"";665;4;-;-;-;-;141942;-;142611"
"""350680 BOCAINA"";30454;250;-;-;-;-;195788;-;226492"
"""350690 BOFETE"";732;-;-;-;-;-;206572;-;207304"
"""350700 BOITUVA"";239750;1369;6;-;-;-;829652;-;1070777"
"""350710 BOM JESUS DOS PERDOES"";11158;1279;-;-;-;-;396171;-;408608"
"""350715 BOM SUCESSO DE ITARARE"";40;-;-;-;-;-;77676;-;77716"
"""350720 BORA"";64;-;-;-;-;-;3093;-;3157"
"""350730 BORACEIA"";13282;41;-;1;-;-;79981;-;93305"
"""350740 BORBOREMA"";51324;602;-;-;-;-;428879;-;480805"
"""350745 BOREBI"";5988;-;-;-;-;-;41560;-;47548"
"""350750 BOTUCATU"";15295972;33682;7;1;-;-;5243668;-;20573330"
"""350760 BRAGANCA PAULISTA"";196454;26856;2;1;2;-;3253786;-;3477101"
"""350770 BRAUNA"";42486;-;-;-;-;-;96126;-;138612"
"""350775 BREJO ALEGRE"";11898;25;-;-;-;-;37916;-;49839"
"""350780 BRODOWSKI"";34036;1;-;-;-;-;529091;-;563128"
"""350790 BROTAS"";19652;3014;-;-;-;-;278926;-;301592"
"""350800 BURI"";105736;-;-;-;-;-;179181;-;284917"
"""350810 BURITAMA"";131199;1644;-;-;-;-;496351;-;629194"
"""350820 BURITIZAL"";7190;7;-;-;-;-;90271;-;97468"
"""350830 CABRALIA PAULISTA"";17901;-;-;-;-;-;184507;-;202408"
"""350840 CABREUVA"";53133;2613;-;-;-;1;1592566;-;1648313"
"""350850 CACAPAVA"";127447;16726;-;48;-;-;1619273;-;1763494"
"""350860 CACHOEIRA PAULISTA"";10196;4299;-;-;-;-;264633;-;279128"
"""350870 CACONDE"";20841;-;-;-;-;-;210369;-;231210"
"""350880 CAFELANDIA"";19747;8449;-;-;-;-;335520;-;363716"
"""350890 CAIABU"";6362;8;-;-;-;-;12;-;6382"
"""350900 CAIEIRAS"";50841;1155719;15360;-;-;-;1309820;-;2531740"
"""350910 CAIUA"";7033;-;-;-;-;2;70962;-;77997"
"""350920 CAJAMAR"";102674;326796;-;-;-;-;1715966;-;2145436"
"""350925 CAJATI"";42307;20633;1;-;-;-;420115;-;483056"
"""350930 CAJOBI"";1446;-;-;-;-;320;78073;-;79839"
"""350940 CAJURU"";6861;4281;-;-;-;-;414080;-;425222"
"""350945 CAMPINA DO MONTE ALEGRE"";1271;14;-;-;8;-;40707;-;42000"
"""350950 CAMPINAS"";45736519;2891535;73;13;17;2;13387864;-;62016023"
"""350960 CAMPO LIMPO PAULISTA"";132720;9685;-;1;-;2;2645045;-;2787453"
"""350970 CAMPOS DO JORDAO"";77063;50945;2;38;51;3;769452;-;897554"
"""350980 CAMPOS NOVOS PAULISTA"";45221;-;-;-;-;-;166700;-;211921"
"""350990 CANANEIA"";1215;2;-;-;-;-;866412;-;867629"
"""350995 CANAS"";21980;-;-;-;-;-;11234;-;33214"
"""351000 CANDIDO MOTA"";52788;3314;-;7;1;-;721492;-;777602"
"""351010 CANDIDO RODRIGUES"";-;-;-;-;-;-;262;-;262"
"""351015 CANITAR"";44772;-;-;-;-;1;53195;-;97968"
"""351020 CAPAO BONITO"";27700;2427;-;-;-;-;714658;-;744785"
"""351030 CAPELA DO ALTO"";27062;6;1;-;-;-;458159;-;485228"
"""351040 CAPIVARI"";59962;7589;2;-;2;-;819176;-;886731"
"""351050 CARAGUATATUBA"";335304;814275;6;7;-;1;2735785;-;3885378"
"""351060 CARAPICUIBA"";198642;12194;-;1;1;-;3786539;-;3997377"
"""351070 CARDOSO"";57214;-;-;-;-;-;114667;-;171881"
"""351080 CASA BRANCA"";61927;2031;-;-;-;-;580592;-;644550"
"""351090 CASSIA DOS COQUEIROS"";17682;-;-;-;-;-;846;-;18528"
"""351100 CASTILHO"";38633;1759;-;-;-;-;507541;-;547933"
"""351110 CATANDUVA"";319775;257516;19;1;4;2;2172583;-;2749900"
"""351120 CATIGUA"";6288;-;-;-;-;-;587;-;6875"
"""351130 CEDRAL"";13856;-;-;-;-;-;219282;-;233138"
"""351140 CERQUEIRA CESAR"";12758;1986;-;-;-;-;277115;-;291859"
"""351150 CERQUILHO"";35642;2662;-;14;-;-;487678;-;525996"
"""351160 CESARIO LANGE"";7148;1;-;-;-;-;222012;-;229161"
"""351170 CHARQUEADA"";48897;42257;3;-;2;1;327027;-;418187"
"""351190 CLEMENTINA"";5722;345;-;-;-;-;55763;-;61830"
"""351200 COLINA"";33347;576;-;-;-;-;522040;-;555963"
"""351210 COLOMBIA"";9805;-;2;-;2;-;86983;-;96792"
"""351220 CONCHAL"";50231;3070;-;1;-;-;582019;-;635321"
"""351230 CONCHAS"";24830;2007;1;-;-;-;415334;-;442172"
"""351240 CORDEIROPOLIS"";24705;-;-;-;-;-;412607;-;437312"
"""351250 COROADOS"";25644;-;-;-;-;-;114147;-;139791"
"""351260 CORONEL MACEDO"";374;-;-;-;-;-;16776;-;17150"
"""351270 CORUMBATAI"";19740;39580;-;-;-;-;53898;-;113218"
"""351280 COSMOPOLIS"";97288;5214;-;-;-;-;613105;-;715607"
"""351290 COSMORAMA"";2071;-;-;-;-;-;38150;-;40221"
"""351300 COTIA"";245998;8219;-;-;1;-;4251918;-;4506136"
"""351310 CRAVINHOS"";17329;32;-;-;-;-;485147;-;502508"
"""351320 CRISTAIS PAULISTA"";5795;23;-;-;-;-;3228;-;9046"
"""351340 CRUZEIRO"";211465;15352;19;1;-;-;1020977;-;1247814"
"""351350 CUBATAO"";615480;83253;14;25;2;9;2061371;-;2760154"
"""351360 CUNHA"";11123;24409;-;-;-;-;121124;-;156656"
"""351370 DESCALVADO"";109301;249106;13;63;4;152;350806;-;709445"
"""351380 DIADEMA"";470077;11881;7;-;2;-;5146676;-;5628643"
"""351385 DIRCE REIS"";-;-;-;-;-;-;66;-;66"
"""351390 DIVINOLANDIA"";134545;2057;2;-;-;-;425091;-;561695"
"""351400 DOBRADA"";132;-;-;-;-;-;15627;-;15759"
"""351410 DOIS CORREGOS"";103297;84003;-;-;-;-;496785;-;684085"
"""351420 DOLCINOPOLIS"";1951;-;-;-;-;-;2660;-;4611"
"""351430 DOURADO"";2317;-;-;-;-;-;156551;-;158868"
"""351440 DRACENA"";226532;611;1;-;-;1;965556;-;1192701"
"""351450 DUARTINA"";55026;37887;-;1;2;-;577801;-;670717"
"""351460 DUMONT"";766;7;-;-;-;-;27703;-;28476"
"""351470 ECHAPORA"";4546;-;-;-;-;-;15963;-;20509"
"""351480 ELDORADO"";1974;-;-;-;-;-;144118;-;146092"
"""351490 ELIAS FAUSTO"";197888;13;-;-;-;-;123165;-;321066"
"""351492 ELISIARIO"";7976;-;-;-;-;-;9931;-;17907"
"""351495 EMBAUBA"";8929;-;-;-;-;-;62698;-;71627"
"""351500 EMBU DAS ARTES"";310088;606351;121;2;56;-;1678415;-;2595033"
"""351510 EMBU-GUACU"";27127;5;-;1;-;-;821344;-;848477"
"""351512 EMILIANOPOLIS"";1660;-;-;-;-;-;1102;-;2762"
"""351515 ENGENHEIRO COELHO"";3031;1;-;-;-;-;206705;-;209737"
"""351518 ESPIRITO SANTO DO PINHAL"";79531;13782;5;19;-;-;817886;-;911223"
"""351519 ESPIRITO SANTO DO TURVO"";1983;-;1;-;-;-;53373;-;55357"
"""351520 ESTRELA D'OESTE"";4438;1757;-;-;-;-;148691;-;154886"
"""351530 ESTRELA DO NORTE"";89;-;-;-;-;-;13698;-;13787"
"""351535 EUCLIDES DA CUNHA PAULISTA"";13676;139;-;-;-;-;197974;-;211789"
"""351540 FARTURA"";249027;56471;31;-;2;-;3585;-;309116"
"""351550 FERNANDOPOLIS"";231990;170274;44;3;3;14;1225465;-;1627793"
"""351560 FERNANDO PRESTES"";15869;-;-;-;-;-;29968;-;45837"
"""351565 FERNAO"";11;-;-;-;-;-;1149;-;1160"
"""351570 FERRAZ DE VASCONCELOS"";94873;10;1;1;2;-;1959004;-;2053891"
"""351580 FLORA RICA"";8672;-;-;-;-;-;30979;-;39651"
"""351590 FLOREAL"";23764;15;79;-;-;-;15900;-;39758"
"""351600 FLORIDA PAULISTA"";10717;141;-;-;-;-;128623;-;139481"
"""351610 FLORINEA"";22351;-;-;-;-;-;197365;-;219716"
"""351620 FRANCA"";13542544;12345;10;4;-;1;7362068;-;20916972"
"""351630 FRANCISCO MORATO"";146232;11946;8;4;-;-;2572628;-;2730818"
"""351640 FRANCO DA ROCHA"";4477719;15559;13;62;15;18;2631972;-;7125358"
"""351650 GABRIEL MONTEIRO"";-;-;-;-;-;-;319;-;319"
"""351660 GALIA"";24284;1381;-;-;-;-;171642;-;197307"
"""351670 GARCA"";154984;4356;-;-;-;-;1189986;-;1349326"
"""351680 GASTAO VIDIGAL"";411;-;-;-;-;-;17762;-;18173"
"""351685 GAVIAO PEIXOTO"";-;-;-;-;-;-;12305;-;12305"
"""351690 GENERAL SALGADO"";8416;1;-;-;5;-;77188;-;85610"
"""351700 GETULINA"";15313;871;-;-;-;-;346210;-;362394"
"""351710 GLICERIO"";21575;-;-;-;-;-;108651;-;130226"
"""351720 GUAICARA"";21406;-;-;-;-;-;212838;-;234244"
"""351730 GUAIMBE"";4899;-;-;-;-;-;36271;-;41170"
"""351740 GUAIRA"";162936;5863;-;-;-;1;1251706;-;1420506"
"""351750 GUAPIACU"";80936;3859;-;1;-;1;670535;-;755332"
