"""Munic°pio"";""101-5 ‡rg∆o P£blico do Poder Executivo Federal"";""102-3 ‡rg∆o P£blico do Poder Executivo Estadual ou do Distrito Federal"";""103-1 ‡rg∆o P£blico do Poder Executivo Municipal"";""110-4 Autarquia Federal"";""111-2 Autarquia Estadual ou do Distrito Federal"";""112-0 Autarquia Municipal"";""113-9 Fundaá∆o P£blica de Direito P£blico Federal"";""114-7 Fundaá∆o P£blica de Direito P£blico Estadual ou do Distrito Federal"";""115-5 Fundaá∆o P£blica de Direito P£blico Municipal"";""118-0 ‡rg∆o P£blico Autìnomo Municipal"";""121-0 Cons¢rcio P£blico de Direito P£blico (Associaá∆o P£blica)"";""123-6 Estado ou Distrito Federal"";""124-4 Munic°pio"";""126-0 Fundaá∆o P£blica de Direito Privado Estadual ou do Distrito Federal"";""127-9 Fundaá∆o P£blica de Direito Privado Municipal"";""201-1 Empresa P£blica"";""205-4 Sociedade Anìnima Fechada"";""206-2 Sociedade Empres†ria Limitada"";""208-9 Sociedade Empres†ria em Comandita Simples"";""213-5 Empres†rio (Individual)"";""214-3 Cooperativa"";""224-0 Sociedade Simples Limitada"";""306-9 Fundaá∆o Privada"";""307-7 Serviáo Social Autìnomo"";""313-1 Entidade Sindical"";""399-9 Associaá∆o Privada"";""Total"""
"""431030 ILOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;263;263"
"""431050 IRAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;927;927"
"""431060 ITAQUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2531;2531"
"""431075 IVORA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;158;158"
"""431080 IVOTI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1108;1108"
"""431085 JABOTICABA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;554;554"
"""431100 JAGUARAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1832;1832"
"""431110 JAGUARI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1002;1002"
"""431112 JAQUIRANA"";-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;63"
"""431120 JULIO DE CASTILHOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;703;703"
"""431130 LAGOA VERMELHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1587;-;-;-;1587"
"""431140 LAJEADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8012;8012"
"""431150 LAVRAS DO SUL"";-;-;-;-;-;-;-;-;172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;172"
"""431180 MARAU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2110;2110"
"""431190 MARCELINO RAMOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;416;416"
"""431205 MARQUES DE SOUZA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;577;577"
"""431210 MATA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;134;134"
"""431220 MAXIMILIANO DE ALMEIDA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;493;493"
"""431240 MONTENEGRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5600;5600"
"""431250 MOSTARDAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133;133"
"""431260 MUCUM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160;160"
"""431265 NAO-ME-TOQUE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1126;1126"
"""431270 NONOAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2307;2307"
"""431290 NOVA BASSANO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;557;557"
"""431300 NOVA BRESCIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;381;381"
"""431310 NOVA PALMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;959;959"
"""431320 NOVA PETROPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1262;1262"
"""431330 NOVA PRATA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2001;2001"
"""431340 NOVO HAMBURGO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;12407;-;-;7;-;-;2;-;-;-;-;1621;14037"
"""431350 OSORIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4668;4668"
"""431360 PAIM FILHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;550;550"
"""431365 PALMARES DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;329;329"
"""431370 PALMEIRA DAS MISSOES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3399;3399"
"""431380 PALMITINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1302;1302"
"""431390 PANAMBI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2362;2362"
"""431400 PARAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336;336"
"""431402 PARAISO DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;329;329"
"""431405 PAROBE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8791;8791"
"""431410 PASSO FUNDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;374;-;-;32705;33079"
"""431420 PEDRO OSORIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;468;468"
"""431430 PEJUCARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118;118"
"""431440 PELOTAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4719;-;-;-;-;-;-;-;-;-;16283;21002"
"""431447 PINHAL GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125;125"
"""431450 PINHEIRO MACHADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;282;282"
"""431460 PIRATINI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2110;2110"
"""431470 PLANALTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;875;875"
"""431480 PORTAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2225;2225"
"""431490 PORTO ALEGRE"";-;1014;-;-;-;-;-;-;-;-;-;-;13216;-;-;93658;-;-;-;-;-;-;24333;-;-;49364;181585"
"""431500 PORTO LUCENA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;506;506"
"""431510 PORTO XAVIER"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;515;515"
"""431515 PROGRESSO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;802;802"
"""431520 PUTINGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;193;193"
"""431530 QUARAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1423;-;-;-;1423"
"""431535 QUINZE DE NOVEMBRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;235;235"
"""431550 RESTINGA SECA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;604;604"
"""431560 RIO GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6029;-;-;-;-;-;-;-;-;-;8384;14413"
"""431570 RIO PARDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3640;3640"
"""431575 RIOZINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;143;143"
"""431580 ROCA SALES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;265;265"
"""431590 RODEIO BONITO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2730;2730"
"""431600 ROLANTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;321;-;-;1191;1512"
"""431610 RONDA ALTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2331;2331"
"""431620 RONDINHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287;287"
"""431630 ROQUE GONZALES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;343;343"
"""431640 ROSARIO DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3191;3191"
"""431643 SALDANHA MARINHO"";-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;30"
"""431645 SALTO DO JACUI"";-;-;-;-;-;-;-;-;-;-;-;-;540;-;-;-;-;-;-;-;-;-;-;-;-;-;540"
"""431650 SALVADOR DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;152;152"
"""431660 SANANDUVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2354;2354"
"""431670 SANTA BARBARA DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;686;686"
"""431680 SANTA CRUZ DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12168;12168"
"""431690 SANTA MARIA"";-;2877;-;16942;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5277;25096"
"""431710 SANT'ANA DO LIVRAMENTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5040;5040"
"""431720 SANTA ROSA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9879;9879"
"""431730 SANTA VITORIA DO PALMAR"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1628;1628"
"""431740 SANTIAGO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4352;4352"
"""431750 SANTO ANGELO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7505;7505"
"""431760 SANTO ANTONIO DA PATRULHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2320;2320"
"""431780 SANTO AUGUSTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2888;2888"
"""431790 SANTO CRISTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1562;1562"
"""431800 SAO BORJA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5370;-;-;-;5370"
"""431810 SAO FRANCISCO DE ASSIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1258;1258"
"""431820 SAO FRANCISCO DE PAULA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1256;1256"
"""431830 SAO GABRIEL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5887;5887"
"""431840 SAO JERONIMO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7801;7801"
"""431843 SAO JOAO DO POLESINE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;288;288"
"""431850 SAO JOSE DO NORTE"";-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;595;715"
"""431860 SAO JOSE DO OURO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1257;-;-;-;1257"
"""431870 SAO LEOPOLDO"";-;-;-;-;-;-;-;-;13029;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13029"
"""431880 SAO LOURENCO DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3604;3604"
"""431890 SAO LUIZ GONZAGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4853;4853"
"""431900 SAO MARCOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;909;909"
"""431910 SAO MARTINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;270;270"
"""431915 SAO MIGUEL DAS MISSOES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;541;541"
"""431930 SAO PAULO DAS MISSOES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;443;443"
"""431940 SAO PEDRO DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;926;926"
"""431950 SAO SEBASTIAO DO CAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1149;1149"
"""431960 SAO SEPE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1633;1633"
"""431980 SAO VICENTE DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;55"
"""431990 SAPIRANGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6127;6127"
"""432000 SAPUCAIA DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;8058;-;-;-;-;-;-;-;-;-;-;-;-;-;8058"
"""432010 SARANDI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2068;2068"
"""432020 SEBERI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1726;-;-;-;1726"
"""432026 SEGREDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;350;350"
"""432030 SELBACH"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;249;249"
"""432040 SERAFINA CORREA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;798;798"
"""432050 SERTAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;934;934"
"""432060 SEVERIANO DE ALMEIDA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;249;249"
"""432067 SINIMBU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;603;603"
"""432070 SOBRADINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;397;397"
"""432080 SOLEDADE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2634;2634"
"""432090 TAPEJARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2490;2490"
"""432100 TAPERA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1033;1033"
"""432110 TAPES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111;111"
"""432120 TAQUARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4729;4729"
"""432130 TAQUARI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1283;1283"
"""432140 TENENTE PORTELA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7650;7650"
"""432145 TEUTONIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3539;3539"
"""432150 TORRES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4170;4170"
"""432160 TRAMANDAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2897;-;-;-;-;-;-;-;-;-;-;3245;6142"
"""432170 TRES COROAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1177;-;-;-;1177"
"""432180 TRES DE MAIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2383;2383"
"""432190 TRES PASSOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3547;3547"
"""432195 TRINDADE DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;775;-;-;-;-;-;-;-;-;775"
"""432200 TRIUNFO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;622;622"
"""432210 TUCUNDUVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;741;741"
"""432220 TUPANCIRETA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1076;1076"
"""432230 TUPARENDI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480;480"
"""432240 URUGUAIANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5815;5815"
"""432250 VACARIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6646;6646"
"""432253 VALE DO SOL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;733;733"
"""432260 VENANCIO AIRES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5176;5176"
"""432270 VERA CRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;734;-;-;-;734"
"""432280 VERANOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2309;2309"
"""432290 VIADUTOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;237;237"
"""432300 VIAMAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2661;-;-;2615;5276"
"""500020 AGUA CLARA"";-;-;-;-;-;-;-;-;-;-;-;-;353;-;-;-;-;-;-;-;-;-;-;-;-;-;353"
"""500060 AMAMBAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2646;2646"
"""500070 ANASTACIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;936;936"
"""500080 ANAURILANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;338;338"
"""500085 ANGELICA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;429;429"
"""500090 ANTONIO JOAO"";-;-;-;-;-;-;-;-;-;-;-;-;389;-;-;-;-;-;-;-;-;-;-;-;-;-;389"
"""500100 APARECIDA DO TABOADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1628;-;-;-;-;-;-;-;-;-;-;-;1628"
"""500110 AQUIDAUANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5731;5731"
"""500124 ARAL MOREIRA"";-;-;-;-;-;-;-;-;-;-;-;-;338;-;-;-;-;-;-;-;-;-;-;-;-;-;338"
"""500150 BANDEIRANTES"";-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;47"
"""500190 BATAGUASSU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1017;1017"
"""500210 BELA VISTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1297;1297"
"""500215 BODOQUENA"";-;-;-;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;176"
"""500220 BONITO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1265;1265"
"""500230 BRASILANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;618;618"
"""500240 CAARAPO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1262;1262"
"""500260 CAMAPUA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231;231"
"""500270 CAMPO GRANDE"";-;-;-;-;-;-;-;15813;-;-;-;-;139;-;-;10270;-;-;-;-;-;-;3159;-;-;59965;89346"
"""500280 CARACOL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;280;280"
"""500290 CASSILANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1173;1173"
"""500295 CHAPADAO DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;2150;-;-;-;-;-;-;-;-;-;-;-;-;-;2150"
"""500315 CORONEL SAPUCAIA"";-;-;-;-;-;-;-;-;-;-;-;-;456;-;-;-;-;-;-;-;-;-;-;-;-;-;456"
"""500320 CORUMBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;7364;7372"
"""500325 COSTA RICA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2253;-;-;-;2253"
"""500330 COXIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3351;-;-;-;-;-;-;-;-;-;-;-;3351"
"""500345 DEODAPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;234;-;-;-;-;-;-;-;-;-;-;-;-;-;234"
"""500348 DOIS IRMAOS DO BURITI"";-;-;-;-;-;-;-;-;-;-;-;-;276;-;-;-;-;-;-;-;-;-;-;-;-;-;276"
"""500370 DOURADOS"";-;2994;-;-;-;-;-;-;-;-;-;-;-;-;6063;9988;-;-;-;-;-;-;-;-;-;5261;24306"
"""500375 ELDORADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;470;-;-;-;-;-;-;-;-;-;-;-;470"
"""500380 FATIMA DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2584;2584"
"""500400 GLORIA DE DOURADOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;533;533"
"""500410 GUIA LOPES DA LAGUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;633;633"
"""500430 IGUATEMI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2219;2219"
"""500440 INOCENCIA"";-;-;-;-;-;-;-;-;-;-;-;-;281;-;-;-;-;-;-;-;-;-;-;-;-;-;281"
"""500450 ITAPORA"";-;-;-;-;-;-;-;-;-;-;-;-;536;-;-;-;-;-;-;-;-;-;-;-;-;-;536"
"""500460 ITAQUIRAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;822;822"
"""500470 IVINHEMA"";-;-;-;-;-;-;-;-;-;-;-;-;1718;-;-;-;-;-;-;-;-;-;-;-;-;-;1718"
"""500500 JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1564;1564"
"""500510 JATEI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;88"
"""500515 JUTI"";-;-;-;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;-;-;-;-;-;-;-;-;272"
"""500525 LAGUNA CARAPA"";-;-;-;-;-;-;-;-;-;-;-;-;185;-;-;-;-;-;-;-;-;-;-;-;-;-;185"
"""500540 MARACAJU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3762;3762"
"""500560 MIRANDA"";-;-;-;-;-;-;-;-;-;-;-;-;1207;-;-;-;-;-;-;-;-;-;-;-;-;-;1207"
"""500568 MUNDO NOVO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1288;1288"
"""500570 NAVIRAI"";-;-;-;-;-;-;-;-;-;-;-;-;4334;-;-;-;-;-;-;-;-;-;-;-;-;-;4334"
"""500580 NIOAQUE"";-;-;-;-;-;-;-;-;-;-;-;-;198;-;-;-;-;-;-;-;-;-;-;-;-;-;198"
"""500600 NOVA ALVORADA DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;680;-;-;-;-;-;-;-;-;-;-;-;-;-;680"
"""500620 NOVA ANDRADINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3981;-;-;-;-;-;-;-;-;-;-;-;3981"
"""500625 NOVO HORIZONTE DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;245;245"
