"""Munic°pio"";""101-5 ‡rg∆o P£blico do Poder Executivo Federal"";""102-3 ‡rg∆o P£blico do Poder Executivo Estadual ou do Distrito Federal"";""103-1 ‡rg∆o P£blico do Poder Executivo Municipal"";""110-4 Autarquia Federal"";""111-2 Autarquia Estadual ou do Distrito Federal"";""112-0 Autarquia Municipal"";""113-9 Fundaá∆o P£blica de Direito P£blico Federal"";""114-7 Fundaá∆o P£blica de Direito P£blico Estadual ou do Distrito Federal"";""115-5 Fundaá∆o P£blica de Direito P£blico Municipal"";""118-0 ‡rg∆o P£blico Autìnomo Municipal"";""121-0 Cons¢rcio P£blico de Direito P£blico (Associaá∆o P£blica)"";""123-6 Estado ou Distrito Federal"";""124-4 Munic°pio"";""126-0 Fundaá∆o P£blica de Direito Privado Estadual ou do Distrito Federal"";""127-9 Fundaá∆o P£blica de Direito Privado Municipal"";""201-1 Empresa P£blica"";""204-6 Sociedade Anìnima Aberta"";""205-4 Sociedade Anìnima Fechada"";""206-2 Sociedade Empres†ria Limitada"";""208-9 Sociedade Empres†ria em Comandita Simples"";""213-5 Empres†rio (Individual)"";""214-3 Cooperativa"";""223-2 Sociedade Simples Pura"";""224-0 Sociedade Simples Limitada"";""230-5 Empresa Individual de Responsabilidade Limitada (de Natureza Empres†ria)"";""306-9 Fundaá∆o Privada"";""307-7 Serviáo Social Autìnomo"";""313-1 Entidade Sindical"";""399-9 Associaá∆o Privada"";""Total"""
"""330185 GUAPIMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;2810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2810"
"""330190 ITABORAI"";-;3300;-;-;-;-;-;-;-;-;-;-;7089;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10389"
"""330200 ITAGUAI"";-;-;-;-;-;-;-;-;-;-;-;-;6133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6133"
"""330210 ITAOCARA"";-;-;-;-;-;-;-;-;-;-;-;-;1372;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1372"
"""330220 ITAPERUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9095;9095"
"""330225 ITATIAIA"";-;-;-;-;-;-;-;-;-;-;-;-;1565;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1565"
"""330227 JAPERI"";-;-;-;-;-;-;-;-;-;-;-;-;803;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;803"
"""330230 LAJE DO MURIAE"";-;-;-;-;-;-;-;-;-;-;-;-;181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181"
"""330240 MACAE"";-;-;-;-;-;-;-;-;-;-;-;-;11483;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3586;15069"
"""330250 MAGE"";-;-;-;-;-;-;-;-;-;-;-;-;5628;-;-;-;-;-;172;-;-;-;-;-;-;-;-;-;-;5800"
"""330260 MANGARATIBA"";-;-;-;-;-;-;-;-;-;-;-;-;2606;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2606"
"""330270 MARICA"";-;-;5991;-;-;6660;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12651"
"""330280 MENDES"";-;-;-;-;-;-;-;-;-;-;-;-;601;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;601"
"""330285 MESQUITA"";-;-;-;-;-;-;-;-;-;-;-;-;-;7794;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7794"
"""330290 MIGUEL PEREIRA"";-;-;-;-;-;-;-;-;-;-;-;-;3271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3271"
"""330300 MIRACEMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1840;1840"
"""330310 NATIVIDADE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;859;859"
"""330320 NILOPOLIS"";-;5793;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5793"
"""330330 NITEROI"";-;11437;-;-;-;-;-;-;11372;-;-;-;-;-;-;7661;-;-;20;-;-;-;-;-;-;-;-;-;250;30740"
"""330340 NOVA FRIBURGO"";-;-;-;-;-;-;-;-;-;-;-;-;8691;-;-;-;-;762;-;-;-;-;-;-;-;-;-;-;-;9453"
"""330350 NOVA IGUACU"";-;4757;-;-;-;-;-;-;-;-;-;-;25829;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;30707"
"""330360 PARACAMBI"";-;-;-;-;-;-;-;-;-;-;-;-;1526;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1526"
"""330370 PARAIBA DO SUL"";-;5457;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2142;7599"
"""330380 PARATY"";-;-;-;-;-;-;-;-;-;-;-;-;2781;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2781"
"""330390 PETROPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;14689;-;-;-;-;-;2237;-;-;-;-;-;-;-;-;-;4231;21157"
"""330395 PINHEIRAL"";-;-;-;-;-;-;-;-;-;-;-;-;693;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;693"
"""330400 PIRAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2154;2154"
"""330411 PORTO REAL"";-;-;-;-;-;-;-;-;-;-;-;-;1108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1108"
"""330412 QUATIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;549;549"
"""330414 QUEIMADOS"";-;-;-;-;-;-;-;-;-;-;-;-;1443;-;-;-;-;-;2622;-;-;-;-;-;1448;-;-;-;-;5513"
"""330415 QUISSAMA"";-;-;2091;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2091"
"""330420 RESENDE"";-;-;-;-;-;-;-;-;-;-;-;-;3940;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5453;9393"
"""330430 RIO BONITO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5758;5758"
"""330440 RIO CLARO"";-;-;-;-;-;-;-;-;-;-;-;-;514;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;514"
"""330450 RIO DAS FLORES"";-;-;-;-;-;-;-;-;-;-;-;-;415;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;415"
"""330452 RIO DAS OSTRAS"";-;-;-;-;-;-;-;-;-;-;-;-;7144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7144"
"""330455 RIO DE JANEIRO"";60694;34584;177877;14610;-;-;11879;19473;-;-;-;-;-;4614;-;-;-;-;438;-;-;-;-;6;-;-;-;-;5013;329188"
"""330460 SANTA MARIA MADALENA"";-;-;-;-;-;-;-;-;-;-;-;-;731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;731"
"""330470 SANTO ANTONIO DE PADUA"";-;-;-;-;-;-;-;-;4596;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4596"
"""330475 SAO FRANCISCO DE ITABAPOANA"";-;-;-;-;-;-;-;-;-;-;-;-;958;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;958"
"""330480 SAO FIDELIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2474;2474"
"""330490 SAO GONCALO"";-;13939;-;-;-;-;-;-;-;-;-;-;20921;-;-;-;-;-;1262;-;-;-;-;-;-;-;-;-;-;36122"
"""330500 SAO JOAO DA BARRA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2925;2925"
"""330510 SAO JOAO DE MERITI"";-;7605;-;-;-;-;-;-;-;-;-;-;696;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8301"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";-;-;884;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;884"
"""330520 SAO PEDRO DA ALDEIA"";-;-;866;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;1630;2633"
"""330530 SAO SEBASTIAO DO ALTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;825;825"
"""330550 SAQUAREMA"";-;2527;-;-;-;-;-;-;-;-;-;-;3940;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6467"
"""330555 SEROPEDICA"";-;-;-;-;-;-;-;-;-;-;-;-;1461;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1461"
"""330560 SILVA JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;562;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;562"
"""330570 SUMIDOURO"";-;-;-;-;-;-;-;-;-;-;-;-;476;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;476"
"""330575 TANGUA"";-;-;-;-;-;-;-;-;-;-;-;-;537;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;537"
"""330580 TERESOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6310;-;-;5567;11877"
"""330590 TRAJANO DE MORAES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575;575"
"""330600 TRES RIOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5107;5107"
"""330610 VALENCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7072;-;-;1267;8339"
"""330615 VARRE-SAI"";-;-;-;-;-;-;-;-;-;-;-;-;378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;378"
"""330620 VASSOURAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5610;-;-;-;5610"
"""330630 VOLTA REDONDA"";-;5021;7521;-;-;11017;-;-;-;-;-;-;-;-;-;-;-;-;1520;-;-;-;-;-;-;-;-;-;1293;26372"
"""350010 ADAMANTINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4708;4708"
"""350030 AGUAI"";-;-;-;-;-;-;-;-;-;-;-;-;399;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;399"
"""350050 AGUAS DE LINDOIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1130;1130"
"""350070 AGUDOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1157;1157"
"""350100 ALTINOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1683;1683"
"""350110 ALTO ALEGRE"";-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44"
"""350130 ALVARES MACHADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;860;860"
"""350160 AMERICANA"";-;-;-;-;-;-;-;-;-;-;-;-;6468;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;258;6726"
"""350170 AMERICO BRASILIENSE"";-;5944;-;-;-;-;-;-;-;-;-;-;392;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6336"
"""350190 AMPARO"";-;141;-;-;-;-;-;-;-;-;-;-;307;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4088;4536"
"""350210 ANDRADINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2832;2832"
"""350220 ANGATUBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1393;1393"
"""350250 APARECIDA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4494;4494"
"""350260 APARECIDA D'OESTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;36"
"""350270 APIAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2532;2532"
"""350280 ARACATUBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12878;12878"
"""350310 ARANDU"";-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93"
"""350320 ARARAQUARA"";-;-;-;-;-;-;-;-;-;-;-;-;1018;-;3708;-;-;-;-;-;-;-;-;-;-;-;-;-;10346;15072"
"""350330 ARARAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5610;5610"
"""350340 AREALVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113;113"
"""350390 ARUJA"";-;-;-;-;-;-;-;-;-;-;-;-;1733;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1733"
"""350400 ASSIS"";-;3335;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5773;9108"
"""350410 ATIBAIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4816;4816"
"""350420 AURIFLAMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1353;1353"
"""350450 AVARE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8944;8944"
"""350520 BARIRI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1393;1393"
"""350530 BARRA BONITA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1859;1859"
"""350550 BARRETOS"";-;1579;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17443;-;-;9468;28490"
"""350570 BARUERI"";-;-;-;-;-;-;-;-;-;-;-;-;35142;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35142"
"""350580 BASTOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1362;1362"
"""350590 BATATAIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4491;4491"
"""350600 BAURU"";-;37612;-;-;2837;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40509"
"""350610 BEBEDOURO"";-;2426;-;-;-;-;-;-;-;-;-;-;2715;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5141"
"""350630 BERNARDINO DE CAMPOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;534;534"
"""350635 BERTIOGA"";-;-;-;-;-;-;-;-;-;-;-;-;3205;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3205"
"""350640 BILAC"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;134;134"
"""350650 BIRIGUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4470;4470"
"""350670 BOA ESPERANCA DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;39"
"""350680 BOCAINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167;167"
"""350700 BOITUVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2776;-;-;-;2776"
"""350710 BOM JESUS DOS PERDOES"";-;-;-;-;-;-;-;-;-;-;-;-;172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;172"
"""350740 BORBOREMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;685;685"
"""350750 BOTUCATU"";-;243;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25823;-;-;-;26066"
"""350760 BRAGANCA PAULISTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18006;18006"
"""350790 BROTAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;659;659"
"""350810 BURITAMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;636;636"
"""350840 CABREUVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;449;449"
"""350850 CACAPAVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3540;-;-;-;3540"
"""350860 CACHOEIRA PAULISTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;660;660"
"""350870 CACONDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1120;1120"
"""350880 CAFELANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;917;917"
"""350900 CAIEIRAS"";-;2644;-;-;-;-;-;-;-;-;-;-;1415;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4059"
"""350920 CAJAMAR"";-;-;-;-;-;-;-;-;-;-;-;-;2933;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2933"
"""350930 CAJOBI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;489;489"
"""350940 CAJURU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2767;2767"
"""350950 CAMPINAS"";-;2812;-;-;27125;24147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144;-;-;29796;84024"
"""350960 CAMPO LIMPO PAULISTA"";-;-;-;-;-;-;-;-;-;-;-;-;4017;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4017"
"""350970 CAMPOS DO JORDAO"";-;-;-;-;-;-;-;-;-;-;-;-;2799;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;328;3127"
"""351000 CANDIDO MOTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2199;2199"
"""351020 CAPAO BONITO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2677;2677"
"""351040 CAPIVARI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2586;2586"
"""351050 CARAGUATATUBA"";-;12660;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;7553;20264"
"""351060 CARAPICUIBA"";-;16659;-;-;-;-;-;-;-;-;-;-;2639;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19298"
"""351070 CARDOSO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;469;469"
"""351080 CASA BRANCA"";-;157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1613;1770"
"""351100 CASTILHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;383;-;-;-;383"
"""351110 CATANDUVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15442;-;-;1075;16517"
"""351140 CERQUEIRA CESAR"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1152;1152"
"""351150 CERQUILHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;877;877"
"""351160 CESARIO LANGE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;483;483"
"""351170 CHARQUEADA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;305;305"
"""351190 CLEMENTINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;210;210"
"""351200 COLINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1143;1143"
"""351210 COLOMBIA"";-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13"
"""351220 CONCHAL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1739;1739"
"""351230 CONCHAS"";-;-;-;-;-;-;-;-;-;-;-;-;424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;424"
"""351280 COSMOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1524;1524"
"""351300 COTIA"";-;14084;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14084"
"""351310 CRAVINHOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;539;539"
"""351340 CRUZEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5183;5183"
"""351350 CUBATAO"";-;-;-;-;-;-;-;-;-;-;-;-;4016;-;-;-;-;-;-;-;-;-;-;-;-;814;-;-;-;4830"
"""351360 CUNHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1117;1117"
"""351370 DESCALVADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1412;1412"
"""351380 DIADEMA"";-;11312;-;-;-;-;-;-;-;-;-;-;11907;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23219"
"""351390 DIVINOLANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3124;3124"
"""351410 DOIS CORREGOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1285;1285"
"""351440 DRACENA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3080;3080"
"""351450 DUARTINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1146;1146"
"""351500 EMBU DAS ARTES"";-;-;-;-;-;-;-;-;-;-;-;-;4222;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4222"
"""351510 EMBU-GUACU"";-;-;-;-;-;-;-;-;-;-;-;-;1720;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1720"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181;-;-;-;-;3715;3896"
"""351520 ESTRELA D'OESTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;457;457"
"""351540 FARTURA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;910;910"
"""351550 FERNANDOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5711;5711"
"""351570 FERRAZ DE VASCONCELOS"";-;6784;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6784"
"""351600 FLORIDA PAULISTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;881;881"
"""351620 FRANCA"";-;1357;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20170;-;-;-;21527"
"""351630 FRANCISCO MORATO"";-;5775;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5278;11053"
"""351640 FRANCO DA ROCHA"";-;9128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9128"
"""351660 GALIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;126;126"
"""351670 GARCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2841;2841"
"""351690 GENERAL SALGADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;393;393"
"""351700 GETULINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;324;324"
"""351740 GUAIRA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2626;2626"
"""351770 GUARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;765;765"
"""351780 GUARACAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;430;430"
"""351820 GUARARAPES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1436;1436"
"""351830 GUARAREMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1030;1030"
"""351840 GUARATINGUETA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;6288;6366"
"""351860 GUARIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1659;1659"
"""351870 GUARUJA"";-;729;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11525;12254"
